title,categories,address,agent,price,PIDs,newly_built,serviced,furnished,beds,baths,toilets,price_per_day_₦,price_per_month_₦,price_per_year_₦,date_posted,date_updated,state
Luxury 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Wuye Abuja,bright-innocent1,"  90,000/day ", 9HCPX,False,True,True,2,2,3,90000,2700000,32850000,2022-08-18,2023-08-02,Abuja
Newly Built 2 Bedroom Flat,2 BEDROOM HOUSE FOR SHORTLET,Nova Base Estate Lekki Phase 1 Lekki Lagos,sacrealty,"  70,000/day ", 9GSQB,True,True,True,2,2,3,70000,2100000,25550000,2022-06-05,2023-08-11,Lagos
Luxurious 3 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,In An Estate Allen Avenue Ikeja Lagos,property-magnate,"  65,000/day ", 6GLFU,True,True,True,2,3,4,65000,1950000,23725000,2022-04-21,2023-08-09,Lagos
Executive Standard 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Eko Atlantic Victoria Island Lagos,future-pride-homes-and-properties-ltd,"  180,000/day ", 8GMTD,False,True,True,2,2,2,180000,5400000,65700000,2022-05-03,2023-08-02,Lagos
2 Bedroom Flat,2 BEDROOM HOUSE FOR SHORTLET,New Bodija Bodija Ibadan Oyo,realvestandhomes,"  80,000/day ", 0GSYE,False,True,True,2,2,2,80000,2400000,29200000,2022-06-08,2023-08-12,Oyo
2 Bedroom Shortlet Apartment In Jakande Estate Isolo,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Nepa Busstop Jakande Estate Isolo Jakande Estate Isolo Lagos,temmyobis-residence,"  40,000/day ", 0JVBZ,False,True,True,2,2,2,40000,1200000,14600000,2023-07-19,2023-08-13,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Ikate Lekki Lagos,chima-ottah-chima-associates1,"  80,000 ", 5FQSP,True,True,True,2,2,3,80000,960000,29200000,2021-11-09,2023-08-13,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lsdpc Lekki Phase 1 Lekki Lagos,mando-properties,"  65,000 ", 9HAPG,False,False,True,2,2,3,65000,780000,23725000,2022-08-03,2023-07-31,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Jahi Abuja,homeyrealtyteam,"  110,000/day ", 7JLRB,False,True,True,2,3,3,110000,3300000,40150000,2023-05-13,2023-08-13,Abuja
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Jahi Abuja,homeyrealtyteam,"  150,000/day ", 6JLRR,False,True,True,2,3,3,150000,4500000,54750000,2023-05-13,2023-08-13,Abuja
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Maitama Abuja,homeyrealtyteam,"  150,000/day ", 9JLQZ,False,True,True,2,3,3,150000,4500000,54750000,2023-05-13,2023-08-13,Abuja
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Wuse 2 Abuja,homeyrealtyteam,"  300,000/day ", 3JLRK,False,True,True,2,3,3,300000,9000000,109500000,2023-05-13,2023-08-13,Abuja
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Katampe Main Abuja,homeyrealtyteam,"  100,000/day ", 4JLQZ,False,True,True,2,3,3,100000,3000000,36500000,2023-05-13,2023-08-13,Abuja
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Jahi Abuja,mls-properties1,"  110,000/day ", 6JLPH,False,True,True,2,3,3,110000,3300000,40150000,2023-05-12,2023-08-13,Abuja
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Jahi Abuja,royalrealtors,"  65,000/day ", 0HXMW,False,False,False,2,2,3,65000,1950000,23725000,2023-01-20,2023-07-31,Abuja
Standard 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Gwarinpa Abuja,shelters-apartment,"  60,000/day ", 1JEBE,False,True,True,2,2,3,60000,1800000,21900000,2023-03-22,2023-08-09,Abuja
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Wasimi Maryland State Shonibare Estate Maryland Lagos,fesgomar-integrated-services,"  45,000/day ", 6HHEK,False,False,False,2,3,0,45000,1350000,16425000,2022-09-23,2023-08-09,Lagos
Luxurious 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,quolar-property,"  90,000/day ", 9FVBT,False,False,False,2,2,3,90000,2700000,32850000,2021-12-19,2023-07-31,Lagos
Executive 2 Bedroom Duplex,2 BEDROOM HOUSE FOR SHORTLET,Sangotedo Ajah Lagos,franklin15,"  50,000/day ", 7JTLT,True,True,True,2,2,3,50000,1500000,18250000,2023-07-06,2023-08-09,Lagos
Luxury 2 Bedrooms Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Oniru Victoria Island Lagos,homeyrealtyteam,"  130,000/day ", 5GQKE,True,True,True,2,2,3,130000,3900000,47450000,2022-05-21,2023-08-11,Lagos
Beautiful Two Bedroom,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Egbeda Alimosho Lagos,acas-homez1,"  40,000/day ", 1JPWD,True,True,True,2,3,3,40000,1200000,14600000,2023-06-08,2023-08-09,Lagos
Luxury 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,joeetoniru,"  85,000/day ", 8JVFG,False,True,True,2,2,2,85000,2550000,31025000,2023-07-19,2023-08-13,Lagos
Lovely 2 Bedroom Apartment,2 BEDROOM HOUSE FOR SHORTLET,Oniru Victoria Island Extension Victoria Island Lagos,higherground-realty,"  80,000 ", Y5344,False,False,False,2,2,3,80000,960000,29200000,2018-08-27,2023-08-11,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,higherground-realty,"  80,000/day ", 7GTUL,False,True,True,2,0,2,80000,2400000,29200000,2022-06-12,2023-08-13,Lagos
Exclusive 2 Bedroom Terraced Duplex,2 BEDROOM HOUSE FOR SHORTLET,Ikate Lekki Lagos,higherground-realty,"  65,000/day ", 3JWYB,False,True,True,2,2,2,65000,1950000,23725000,2023-08-01,2023-08-13,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,safe-haven-properties,"  70,000/day ", 8JARL,True,True,True,2,2,2,70000,2100000,25550000,2023-02-17,2023-08-13,Lagos
2 Bedroom Short Let Apartments,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Estate Amuwo Odofin Amuwo Odofin Lagos,property-magnate,"  50,000 ", 6CNQS,False,False,True,2,2,2,50000,600000,18250000,2019-08-29,2023-08-13,Lagos
• Luxuriously Furnished 3 Bedrooms,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Banana Island Banana Island Ikoyi Lagos,kim-thompson-,"  200,000/day ", 5EFSV,False,True,True,2,2,3,200000,6000000,73000000,2021-01-28,2023-08-13,Lagos
Furnished 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Omole Estate Agidingbi Ikeja Lagos,bright-innocent1,"  75,000/day ", 4EJFM,False,True,True,2,2,2,75000,2250000,27375000,2021-02-25,2023-08-09,Lagos
Luxury 2 Bedroom,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Wuse 2 Abuja,chima-ottah-chima-associates1,"  80,000 ", 1FLLA,True,True,True,2,2,0,80000,960000,29200000,2021-10-02,2023-08-02,Abuja
Tastefully Finished 2bedroom Duplex For Short Let In Ikota,2 BEDROOM HOUSE FOR SHORTLET,Ikota By Megachiken Ikota Lekki Lagos,alema-property,"  60,000/day ", 0FQNK,False,False,False,2,2,3,60000,1800000,21900000,2021-11-07,2023-08-13,Lagos
2bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Romay Gardens Ilasan Lekki Lagos,rb-estatemgtrealtorsng,"  50,000/day ", 7EJEY,True,True,True,2,2,3,50000,1500000,18250000,2021-02-25,2023-08-11,Lagos
2 Bedroom Duplex,2 BEDROOM HOUSE FOR SHORTLET,Sangotedo Ajah Lagos,fams-evergreen-services,"  50,000/day ", 6JTFG,False,True,True,2,2,3,50000,1500000,18250000,2023-07-05,2023-08-09,Lagos
Tastefully Finished And Furnished 2bedroom Shortlet Apartment,2 BEDROOM HOUSE FOR SHORTLET,Ikota Vgc Lekki Lagos,persisgrace-nigeria-limited,"  40,000/day ", 7DVZD,True,True,True,2,2,2,40000,1200000,14600000,2020-09-17,2023-08-09,Lagos
Lovely 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ogudu Road Ojota Lagos,persisgrace-nigeria-limited,"  75,000/day ", 7JWPA,False,False,True,2,2,2,75000,2250000,27375000,2023-07-29,2023-08-13,Lagos
Stunning 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Phase 1, Lekki Lagos",persisgrace-nigeria-limited,"  76,000/day ", 2JWNE,False,False,True,2,2,2,76000,2280000,27740000,2023-07-29,2023-08-13,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ajah Lagos,persisgrace-nigeria-limited,"  65,000/day ", 7JWLC,False,False,True,2,2,2,65000,1950000,23725000,2023-07-28,2023-08-13,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Lagos,chima-ottah-chima-associates1,"  82,000/day ", 2JWLE,False,False,True,2,2,2,82000,2460000,29930000,2023-07-28,2023-08-13,Lagos
Tastefully Finished 2bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Marwa Lekki Phase 1 Lekki Lagos,chima-ottah-chima-associates1,"  65,000/day ", 4FQTE,True,True,True,2,2,3,65000,1950000,23725000,2021-11-09,2023-08-13,Lagos
Tastefully Furnished 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Lekki Phase 1 Lekki Lagos,persisgrace-nigeria-limited,"  75,000/day ", 2FVPF,True,True,True,2,2,3,75000,2250000,27375000,2021-12-26,2023-08-13,Lagos
Exquisite2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Phase 1, Lekki Lagos",persisgrace-nigeria-limited,"  75,000/day ", 9JWRQ,False,False,True,2,2,2,75000,2250000,27375000,2023-07-30,2023-08-13,Lagos
2 Bedroom Serviced Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Opebi Ikeja Lagos,king-palace-consulting,"  102,000/day ", 6JXGW,False,False,True,2,2,2,102000,3060000,37230000,2023-08-03,2023-08-13,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Allen Avenue Ikeja Lagos,hyggehoms,"  1,000,000/month ", 7JRGA,True,True,True,2,0,0,33333.333333333336,1000000,12000000,2023-06-19,2023-08-13,Lagos
Fully Furnished 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,kennedy-otunku,"  35,000/day ", 2EVYD,False,False,False,2,2,2,35000,1050000,12775000,2021-06-15,2023-07-28,Lagos
Serviced And Furnished 2 Bed Upstairs Flat In Maplewood Estate,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Maplewood Estate Oko Oba Agege Lagos,leewardproperties,"  75,000/day ", 3GEEJ,True,True,True,2,2,2,75000,2250000,27375000,2022-03-08,2023-08-11,Lagos
2 Bedroom Duplex,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Lagos,essential-property1,"  55,000/day ", 4FBDU,True,False,True,2,3,3,55000,1650000,20075000,2021-07-21,2023-08-09,Lagos
2 Bedroom Tastefully Finished And Furnished,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Off Ikosi Road, Oregun Oregun Ikeja Lagos",rotimi-george-taylor,"  60,000/day ", 5HLPV,True,True,True,2,2,3,60000,1800000,21900000,2022-10-20,2023-08-13,Lagos
Spacious 2 Bedroom Duplex,2 BEDROOM HOUSE FOR SHORTLET,Shangisha Kosofe Ikosi Lagos,kam360degrees,"  35,000/day ", 8HCQE,True,True,True,2,2,2,35000,1050000,12775000,2022-08-18,2023-08-13,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,First Unity Estate Badore Ajah Lagos,beyond-limits-ventures,"  50,000/day ", 4JNUA,False,True,True,2,2,3,50000,1500000,18250000,2023-05-31,2023-08-13,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Brf Estate Iponri Alaka Iponri Surulere Lagos,temmyobis-residence,"  55,000/day ", 6JVBY,True,True,True,2,2,3,55000,1650000,20075000,2023-07-19,2023-08-13,Lagos
Clean 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Off Adeniran Ogunsanya By Tfc Surulere Lagos,salami-oluwaseun,"  50,000/day ", 9HRMY,False,True,True,2,2,3,50000,1500000,18250000,2022-11-29,2023-08-13,Lagos
2 Bedroom Apartment For Shortlet In Oluyole Extension,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Oluode Estate Off Akala Express Oluyole Extension Oluyole Estate Ibadan Oyo,roswell-tipton-house,"  90,000/day ", W8983,False,True,True,2,2,2,90000,2700000,32850000,2018-06-13,2023-08-13,Oyo
2 Bedroom Apartment,2 BEDROOM HOUSE FOR SHORTLET,Off Admiralty Road Lekki Phase 1 Lekki Lagos,eniji-international-limited,"  47,999/day ", 3HJMJ,False,True,True,2,1,1,47999,1439970,17519635,2022-10-04,2023-08-13,Lagos
Deluxe 2 Bedrooms Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,"19,ladipo Omotesho Cole Street, Lekki Phase 1 Lagos. Lekki Phase 1 Lekki Lagos",jien,"  40,000/day ", 7HQTH,False,True,True,2,2,2,40000,1200000,14600000,2022-11-23,2023-08-13,Lagos
2 Bedroom Apartment With Free Internet,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,First Unity Estate Badore Ajah Lagos,eniji,"  80,000/day ", 9JKMK,False,True,True,2,2,3,80000,2400000,29200000,2023-05-04,2023-08-13,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Lagos,gerarland-venture-limited,"  130,000/day ", 1JXBD,False,False,False,2,0,0,130000,3900000,47450000,2023-08-02,2023-08-11,Lagos
Luxury 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Oniru Lagos Island Lagos Island Lagos,adegoroye-aa,"  120,000/day ", 7JKFZ,True,False,False,2,2,3,120000,3600000,43800000,2023-05-03,2023-08-13,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Maitama Abuja,shelters-apartment,"  70,000/day ", 9GZDY,False,False,False,2,0,0,70000,2100000,25550000,2022-07-23,2023-08-13,Abuja
Newly Built 2 Bedroom Bungalow,2 BEDROOM HOUSE FOR SHORTLET,Akala Estate Akobo Ibadan Oyo,franklin15,"  60,000/day ", 1GHAN,False,True,True,2,2,3,60000,1800000,21900000,2022-10-18,2023-08-13,Oyo
