title,categories,address,agent,PIDs,newly_built,serviced,furnished,beds,baths,toilets,price_₦,date_posted,date_updated,type,state
Newly Built 2 Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Ogudu Orike Ogudu Lagos,sunday-bassey, 2JZEG,False,False,False,1,1,1,450000,2023-08-16,2023-09-08,rent,Lagos
Furnished 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Phase 1 Lekki Lagos,461, 5JZMR,True,True,False,0,0,0,6000000,2023-08-18,2023-09-08,rent,Lagos
Spacious Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"Royal Garden Estate, Off Lekki Epe Expressway Ajah Lagos",otbrooks-properties-company, 7JZEB,True,False,False,2,2,3,750000,2023-08-16,2023-09-08,rent,Lagos
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Yakoyo Alagbole Ojodu Lagos,boniface-fortune, 5JZEB,False,False,False,2,2,3,1500000,2023-08-16,2023-09-08,rent,Lagos
Spacious Room In A Shared Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,"Jordan Brooks Estate, Osapa London Lekki Lagos",rydal-mews-limited3, 3JZDZ,True,True,False,1,1,1,3500000,2023-08-16,2023-09-08,rent,Lagos
Stylish 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"Lighthouse Estate, Orchid Road, Lekki Lagos",andy-gods-time-ltd, 1JZDY,True,True,False,3,3,4,7000000,2023-08-16,2023-09-08,rent,Lagos
Newly Built 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Alagomeji Yaba Lagos,461, 5JZJQ,True,True,True,3,4,4,2300000,2023-08-17,2023-09-08,rent,Lagos
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Alagomeji Yaba Lagos,461, 4JZJQ,True,True,True,2,3,3,2000000,2023-08-17,2023-09-08,rent,Lagos
Newly Built 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Ogudu Lagos,461, 0JZJP,True,True,True,3,4,4,2500000,2023-08-17,2023-09-08,rent,Lagos
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Ogudu Lagos,461, 9JZJN,True,True,True,2,3,3,1500000,2023-08-17,2023-09-08,rent,Lagos
4 Bedroom Semi Detached Duplex + 1 Room Bq,4 BEDROOM HOUSE FOR RENT,"Crest Villa End Estate, Ologolo Lekki Lagos",rydal-mews-limited3, 0JZJM,False,False,False,4,4,5,6000000,2023-08-17,2023-09-08,rent,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"Seaside Estate, Badore Ajah Lagos",chronikky-nigeria-limited, 8JYYR,False,False,True,3,3,4,1100000,2023-08-15,2023-09-08,rent,Lagos
2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"Alakia Isebo, Ibadan Oyo",josh-jahdiel-properties, 5JZDT,False,False,False,1,1,1,400000,2023-08-16,2023-09-08,rent,Oyo
1 Room In A Shared Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,"Idado Estate, Lekki Lagos",reotah, 2JZDR,False,False,False,1,2,2,900000,2023-08-16,2023-09-08,rent,Lagos
2 Bedroom Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,"Atlantic View Estate, New Road Chevron Lekki Lagos",dollyrealty, 1JZDR,False,False,False,3,4,4,2000000,2023-08-16,2023-09-08,rent,Lagos
Modern Supermarket Space Of Two Floors,COMMERCIAL PROPERTY FOR RENT,Akala Express Ibadan Oyo,geobrooks, 1JYXX,False,False,False,0,0,0,7000000,2023-08-15,2023-09-08,rent,Oyo
Brand New Self Contained,1 BEDROOM FLAT / APARTMENT FOR RENT,Badore Ajah Lagos,isimale-fagbo, 4JYTS,True,True,False,1,1,1,500000,2023-08-14,2023-09-08,rent,Lagos
Sharp 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"Mega Estate By Badore Road, Ajah Lagos",fesgomar-integrated-services, 4JYUF,False,True,False,1,1,1,1000000,2023-08-14,2023-09-08,rent,Lagos
Self Contained Room,1 BEDROOM FLAT / APARTMENT FOR RENT,Ikota Lekki Lagos,josh-jahdiel-properties, 7JYTP,False,True,False,1,1,1,1000000,2023-08-14,2023-09-08,rent,Lagos
Brand New Self Contained,1 BEDROOM FLAT / APARTMENT FOR RENT,"Gooden Estate By Badore Road, Ado Ajah Lagos",rosemond-hills-limited, 5JYUA,False,True,False,0,1,1,350000,2023-08-14,2023-09-08,rent,Lagos
Brand New Self Contained,1 BEDROOM FLAT / APARTMENT FOR RENT,"Seaside Estate, Badore Ajah Lagos",boboliboenterprises, 6JYTZ,False,False,False,3,3,4,500000,2023-08-14,2023-09-08,rent,Lagos
Decent 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Berger Ojodu Lagos,boniface-fortune, 4JYTD,False,False,False,1,1,1,200000,2023-08-14,2023-09-08,rent,Lagos
2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,Elebu Akala Express Ibadan Oyo,the-castle-consulting, 7JZAH,False,False,False,2,2,2,500000,2023-08-15,2023-09-08,rent,Oyo
Newly Renovated 3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"Bolumole Street, Ring Rd Ibadan Oyo",the-castle-consulting, 8JZAG,False,False,False,3,2,3,450000,2023-08-15,2023-09-08,rent,Oyo
Newly Build 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Oniru Victoria Island Lagos,conault, 0JYXV,False,False,False,2,2,3,8000000,2023-08-15,2023-09-08,rent,Lagos
Room Self Contained,FLAT / APARTMENT FOR RENT,Badore Ajah Lagos,lambe-and-eboigbe-properties, 5JYSY,False,False,False,0,0,0,1000000,2023-08-14,2023-09-08,rent,Lagos
Standard Self Contained Room,3 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Lagos,rokenproperties, 8JYSN,False,False,False,1,1,2,2000000,2023-08-14,2023-09-08,rent,Lagos
3 Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"Idado Estate, Lekki Lagos",purple-ribbon-properties, 8JYUK,False,False,False,2,0,0,1900000,2023-08-14,2023-09-08,rent,Lagos
Sharp 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"Seaside Estate, Badore Ajah Lagos",isimale-fagbo, 1JYYU,False,False,True,2,2,3,1000000,2023-08-15,2023-09-08,rent,Lagos
Relatively New Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Ajao Estate Isolo Lagos,isimale-fagbo, 2JYWK,True,True,False,2,2,3,700000,2023-08-14,2023-09-08,rent,Lagos
Well Maintained 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Magodo Gra Phase 2 Kosofe Ikosi Lagos,isimale-fagbo, 0JYWJ,False,False,True,2,2,3,1800000,2023-08-14,2023-09-08,rent,Lagos
2 Bedroom Duplex,2 BEDROOM FLAT / APARTMENT FOR RENT,Ikota Lekki Lagos,461, 8JYVX,True,True,True,2,3,3,3000000,2023-08-14,2023-09-08,rent,Lagos
Room Self Contained,1 BEDROOM FLAT / APARTMENT FOR RENT,Chevron Lekki Lagos,lekki-houses, 7JYSF,True,True,True,1,1,1,900000,2023-08-13,2023-09-08,rent,Lagos
Spacious 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Dillon Agungi Lekki Lagos,vic-tobore-properties, 2JYQJ,False,False,False,2,3,3,2500000,2023-08-12,2023-09-08,rent,Lagos
Blocks Of Flat,HOUSE FOR SALE,Ada George Port Harcourt Rivers,taiwosalamandco, 6KCKU,True,False,False,3,3,3,35000000,2023-09-08,,for sale,Rivers
New 3 Bedroom Bungalow,3 BEDROOM HOUSE FOR SALE,Ologuneru Area Ibadan Oyo,jennifer-nwokoro, 5KCKU,False,True,True,4,4,4,40000000,2023-09-08,2023-09-08,for sale,Oyo
Brand New 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,wwwgoshensquarecom, 8KCKT,False,False,True,1,1,2,105000000,2023-09-08,,for sale,Lagos
Land,LAND FOR SALE,Lawanson Surulere Lagos,future-pride-homes-and-properties-ltd, 5KCKT,False,False,False,0,0,0,36000000,2023-09-08,,for sale,Lagos
For Sale Executive Blocks Of Flats At Baruwa Ipaja,HOUSE FOR SALE,Baruwa Ipaja Lagos,taiwosalamandco, 4KCKT,False,False,False,0,0,0,15000000,2023-09-08,,for sale,Lagos
855sqm Of Land In Very Developed Area,LAND FOR SALE,Ologuneru Ibadan Oyo,future-pride-homes-and-properties-ltd, 3KCKT,False,False,False,4,4,4,23000000,2023-09-08,,for sale,Oyo
Luxury 4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR SALE,Main Jericho Gra Jericho Ibadan Oyo,taiwosalamandco, 1KCKT,False,False,False,0,0,0,150000000,2023-09-08,,for sale,Oyo
12 Unit 4 Bedroom Duplex At Main Jericho Gra,4 BEDROOM HOUSE FOR SALE,Jericho Gra Jericho Ibadan Oyo,wendeehomes, 9KCKS,False,False,False,4,4,4,1000000000,2023-09-08,,for sale,Oyo
Smart 3 Bedroom Offplan Package For Sale,HOUSE FOR SALE,Ajah Lagos,future-pride-homes-and-properties-ltd, 8KCKS,False,False,False,0,0,0,61000000,2023-09-08,,for sale,Lagos
For Sale Executive 3 Bedroom Bungalow At Command,3 BEDROOM HOUSE FOR SALE,Command Abule Egba Lagos,mankindhomes, 7KCKS,False,False,False,3,3,3,23000000,2023-09-08,,for sale,Lagos
4 Units Of 4 Bedroom Semi Detached Duplex Orchid Road,4 BEDROOM HOUSE FOR SALE,"Opposite Ocean Bay Estate, Orchid Hotel Road, Lekki Lekki Lagos",temitope-global-team-services, 6KCKS,False,False,False,4,5,5,300000000,2023-09-08,,for sale,Lagos
Beachfront Land Available For Sale,LAND FOR SALE,Ibeju Lekki Lagos,wendeehomes, 4KCKS,False,False,False,0,0,0,5000000,2023-09-08,2023-09-08,for sale,Lagos
22 Rooms Modern Hotel In Oluyole Estate,10 BEDROOM COMMERCIAL PROPERTY FOR SALE,Oluyole Estate Oluyole Estate Ibadan Oyo,taiwosalamandco, 7KCKR,False,False,False,10,10,10,260000000,2023-09-08,,for sale,Oyo
Distress Sale Of 3 Bedroom Bungalow At Ayobo,3 BEDROOM HOUSE FOR SALE,Ayobo Ipaja Lagos,future-pride-homes-and-properties-ltd, 5KCKR,False,False,False,3,3,3,16000000,2023-09-08,,for sale,Lagos
Verified And Secured Land For Sale In Nigeria,LAND FOR SALE,Lacampaigne Tropicana Ibeju Lekki Lagos,green-homes, 4KCKR,False,False,False,0,0,0,5000000,2023-09-08,,for sale,Lagos
Over One Plot Of Land With Old Structure,LAND FOR SALE,Mokola Road Ibadan Oyo,taiwosalamandco, 3KCKR,False,False,False,0,0,0,100000000,2023-09-08,,for sale,Oyo
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SALE,Agungi Lekki Estate Agungi Lekki Lagos,jennifer-nwokoro, 2KCKR,True,True,False,2,2,0,55000000,2023-09-08,2023-09-08,for sale,Lagos
"Full Plot Of Land At Diamond Island Opic Estate, Lagos",LAND FOR SALE,Isheri North Estate Opic (channels Television) Lagos Isheri North Ojodu Lagos,dawud-ahmed, 8KCKQ,False,False,False,0,0,0,12000000,2023-09-08,,for sale,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,gmee-properties, 4KCKQ,True,True,False,5,5,6,105000000,2023-09-08,,for sale,Lagos
3 Bedroom,FLAT / APARTMENT FOR SALE,Jahi Abuja,micagorry-real-estate1, 9KCKP,False,False,False,0,0,0,70000000,2023-09-08,,for sale,Abuja
3 Bedroom Bungalow,3 BEDROOM HOUSE FOR SALE,Living Gold Estate Moniya Ibadan Oyo,taiwosalamandco, 6KCKP,False,False,False,3,3,3,10000000,2023-09-08,,for sale,Oyo
Newly Built 6units Of 3 Bed Flat @ Opic Est. Lagos,3 BEDROOM FLAT / APARTMENT FOR SALE,Isheri North Estate (channels Television) Lagos Isheri North Ojodu Lagos,dawud-ahmed, 4KCKP,True,False,False,3,3,4,65000000,2023-09-08,,for sale,Lagos
Functioning Filling Station Opp Fresh Fm Challenge,COMMERCIAL PROPERTY FOR SALE,Ayefele Radio Station Axis Challenge Ibadan Oyo,taiwosalamandco, 2KCKP,False,False,False,0,0,0,380000000,2023-09-08,,for sale,Oyo
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Lekki Palms City Estate Ado Ajah Lagos,jennifer-nwokoro, 0KCKP,True,False,False,4,4,4,80000000,2023-09-08,2023-09-08,for sale,Lagos
4.5 Hectares Farmland,LAND FOR SALE,Giri Gwagwalada Abuja,mls-properties1, 8KCKN,False,False,False,0,0,0,38000000,2023-09-08,,for sale,Abuja
"North Avalon The Annex | 2.3m Per Plot | Epe,",LAND FOR SALE,Igbonla Epe Lagos,tramehproperties, 8KCKM,False,False,False,0,0,0,2300000,2023-09-08,,for sale,Lagos
4 Bedroom Townhouse For Sale,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,superite-africa, 6KCKM,False,False,False,4,4,5,80000000,2023-09-08,,for sale,Lagos
Luxury Fully Furnished 5 Bedroom Fully Detached Home,5 BEDROOM HOUSE FOR SALE,Pinnock Beach Osapa Lekki Lagos Lekki Phase 2 Lekki Lagos,pcl-homes, 3KCKM,True,False,False,5,5,6,600000000,2023-09-08,2023-09-08,for sale,Lagos
Estate Plot Selling Lintel Decking In A Prime Location,5 BEDROOM LAND FOR SALE,Close To Coza Church And Nppc Filling Station Guzape Abuja,ifediak-homes, 8KCKL,False,False,False,5,5,5,95000000,2023-09-08,2023-09-08,for sale,Abuja
Plot Of Land Located At Cedarwood Bay,LAND FOR SALE,"Magbon Town, Along Eleko Free Trade Zone, Lekki Road, Ilado Town, Lagos Eleko Ibeju Lekki Lagos",robert-nwagha-co, 2KCKL,False,False,False,0,0,0,5000000,2023-09-08,,for sale,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,mo-global-ventures, 0GXMW,True,False,False,4,4,5,90000000,2023-09-08,,for sale,Lagos
700sqm Land,LAND FOR SALE,Isheri Ojodu Lagos,mo-global-ventures, 8GXLQ,False,False,False,0,0,0,26000000,2023-09-08,,for sale,Lagos
2 Apartments For Sale In Ogombo,2 BEDROOM HOUSE FOR SALE,Ogombo Ogombo Ajah Lagos,wwwvergeteapropertiescom, 1KCKL,True,False,False,2,2,3,49900000,2023-09-08,,for sale,Lagos
A Newly Built 4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Wasimi Maryland Ikeja Lagos,gods-gift-properties-and-investment-a-subsidiary-of-douglas-ifada-associates, 0KCKL,True,False,False,4,4,5,130000000,2023-09-08,,for sale,Lagos
Commercial Viable Bungalow,HOUSE FOR SALE,Pedro Road Gbagada Lagos,nobility-estates1, 9KCKK,False,False,False,0,0,0,52000000,2023-09-08,,for sale,Lagos
Distress Sale Of 3 Bedroom Terrace Duplex At Ajah,3 BEDROOM HOUSE FOR SALE,Atlantic Estate Ajah Ajah Lagos,future-pride-homes-and-properties-ltd, 7KCKK,False,False,False,3,3,3,55000000,2023-09-08,,for sale,Lagos
4.5 Hectares Farmland,LAND FOR SALE,Giri Gwagwalada Abuja,mls-properties1, 8KCKJ,False,False,False,0,0,0,35000000,2023-09-08,,for sale,Abuja
Block Of 4flat 3bedroom Flat,HOUSE FOR SALE,Abaranje Ikotun Abaranje Ikotun Igando Lagos,olakunle-olatunde, 6KCKJ,False,False,False,0,0,0,30000000,2023-09-08,,for sale,Lagos
"3,500 Sqm Land",LAND FOR SALE,Asokoro Abuja,olayinka-sobambi, 3KCKJ,False,False,False,0,0,0,2500000000,2023-09-08,,for sale,Abuja
Full Plot Of Land,LAND FOR SALE,Lakuwe Sangotedo Ajah Lakowe Ajah Lagos,olakunle-olatunde, 0KCKH,False,False,False,0,0,0,10000000,2023-09-08,,for sale,Lagos
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SALE,Magodo Phase 2 Ojodu Lagos,ile-eru-bestway-properties-global-consultants, 8KCKG,False,False,False,3,0,0,57000000,2023-09-08,,for sale,Lagos
4 Bedrooms Semi Detached,4 BEDROOM HOUSE FOR SALE,"Lekki Phase 1, Lagos State Lekki Phase 1 Lekki Lagos",propertywire-nigeria-limited, 8KCKF,False,False,False,4,5,5,130000000,2023-09-08,,for sale,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,chrystal-abodes1, 7KCKF,False,False,False,5,0,0,250000000,2023-09-08,,for sale,Lagos
"5 Bedroom Detached Duplex With Bq, Cinema",5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,gudness-reality-ventures7, 4KCKF,True,False,False,5,5,6,260000000,2023-09-08,,for sale,Lagos
2 Bedroom Apartment For Sale,2 BEDROOM FLAT / APARTMENT FOR SALE,Ikota Lekki Lagos,superite-africa, 3KCKF,False,False,False,2,2,3,47000000,2023-09-08,,for sale,Lagos
5 Bedroom Semi Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,"Salem , Ikate Lekki Lagos State Ikate Lekki Lagos",propertywire-nigeria-limited, 5KCKE,True,True,False,5,6,6,110000000,2023-09-08,,for sale,Lagos
4 Bedroom Fully Detached Home For Sale,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,superite-africa, 1KCKD,False,False,False,4,4,5,125000000,2023-09-08,,for sale,Lagos
Luxury 4 Bedrooms Maisonette Apartment With Bq,4 BEDROOM HOUSE FOR SALE,Northern Foreshore Estate Chevron Drive Lekki Lagos. Chevron Lekki Lagos,propertywire-nigeria-limited, 2KCKC,True,True,False,4,5,5,120000000,2023-09-08,,for sale,Lagos
2 Plots Of Land,LAND FOR SALE,Behind Osopadec Oba Ile.. 5 Sec Drive To The Main Road. Akure Ondo,opnethomes, 1KCKA,False,False,False,0,0,0,12000000,2023-09-08,,for sale,Ondo
Chevy Castle Apartment,2 BEDROOM FLAT / APARTMENT FOR SALE,Chevron Lekki Lagos,mclaw-realtors, 9KCJZ,True,True,False,2,0,0,70000000,2023-09-08,,for sale,Lagos
Luxury 4bedroom Fully Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,naija-choice-property, 5KCJZ,False,False,False,0,0,0,240000000,2023-09-08,2023-09-08,for sale,Lagos
Land,LAND FOR SALE,General Gas Area Akobo Ibadan Oyo,the-property-concession-company1, 4KCJZ,True,False,False,0,0,0,10000000,2023-09-08,,for sale,Oyo
4bedroom Semi Detached Duplex For Sale,4 BEDROOM HOUSE FOR SALE,Secured Estate Chevron Lekki Lagos,the-property-concession-company1, 9KCMF,False,False,False,0,0,0,230000000,2023-09-08,,for sale,Lagos
4bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Galadimawa Galadinmawa Abuja,mls-properties1, 3KCJY,False,False,False,4,4,5,230000000,2023-09-08,,for sale,Abuja
4 Bedroom Detached Duplex In Lokogoma,4 BEDROOM HOUSE FOR SALE,Off Lagos Ibadan Express Way Ibadan Oyo,taiwosalamandco, 0KCJY,False,False,False,0,0,0,120000000,2023-09-08,,for sale,Oyo
Functioning Filling Station,COMMERCIAL PROPERTY FOR SALE,Ikota Lekki Lagos,lusquared-properties-ltd, 8KCJX,True,False,False,2,0,0,47000000,2023-09-08,,for sale,Lagos
Newly Built 2 Bedroom Apartment For Sale,2 BEDROOM FLAT / APARTMENT FOR SALE,Lekki County Homes Ikota Lekki Lagos,superite-africa, 4KCJX,True,False,False,4,4,5,95000000,2023-09-08,,for sale,Lagos
4bedroom Semi Detached Duplex For Sale,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,rosemond-hills-limited, 4KCJV,False,False,False,4,4,5,65000000,2023-09-08,,for sale,Lagos
4bedroom Semi Detached Duplex For Sale,4 BEDROOM HOUSE FOR SALE,Jahi Abuja,oluwa-segun, 6KCJU,True,False,False,4,5,5,49000000,2023-09-08,,for sale,Abuja
Corner Piece 4 Bedroom Terraced Duplex With Bq,3 BEDROOM HOUSE FOR SALE,Akala Express Oluyole Estate Ibadan Oyo,neemahrealtor1, 2KCJU,True,False,False,3,4,4,26000000,2023-09-08,,for sale,Oyo
Newly Built 3bedroom,LAND FOR SALE,Dangote Refinery Lacampaigne Tropicana Ibeju Lekki Lagos,enmasse-groupcom, 8KCJT,False,False,False,0,0,0,1000000,2023-09-08,,for sale,Lagos
Top Properties Around Dangote Refinery,5 BEDROOM HOUSE FOR SALE,"Greenfield Estate, Opic Isheri Egbe Idimu Lagos",t-money-properties, 7KCJT,False,True,True,5,6,6,80000000,2023-09-08,,for sale,Lagos
"Superb 5bedroom Fully Duplex, At Greenfield Estate",5 BEDROOM FLAT / APARTMENT FOR SALE,Off Salvation Road. Opebi Ikeja Lagos,provident-homes-realtor, 2KCJT,False,False,False,5,5,5,240000000,2023-09-08,,for sale,Lagos
5bedrooms Semi Detached Duplex With 1room Bq,6 BEDROOM HOUSE FOR SALE,Old Ikoyi Ikoyi Lagos,t-money-properties, 8KCJS,True,True,True,6,7,7,1800000000,2023-09-08,,for sale,Lagos
4 Bedroom Detached Duplex With Bq (smart House),4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,rosemond-hills-limited, 7KCJS,True,False,False,4,4,5,240000000,2023-09-08,,for sale,Lagos
4bedroom Semi Detached Duplex For Sale,4 BEDROOM HOUSE FOR SALE,Lekki County Homes Ikota Lekki Lagos,superite-africa, 1KCJS,True,False,False,4,4,5,80000000,2023-09-08,,for sale,Lagos
4bedroom Semi Detached Duplex For Sale,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,outstanding-real-estate-limited, 5KCJR,True,True,False,4,4,5,160000000,2023-09-08,,for sale,Lagos
Spacious 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Phase 2 Lekki Lagos,outstanding-real-estate-limited, 2KCJR,True,True,False,4,4,5,80000000,2023-09-08,,for sale,Lagos
Newly Built 4bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Oniru Victoria Island Lagos,oip-properties, 0KCJR,False,False,False,4,0,0,250000000,2023-09-08,,for sale,Lagos
Well Finished 4 Bedroom Semi Detached Duplex,3 BEDROOM HOUSE FOR SALE,Iju Ishaga Agege Lagos,478, 8KCJQ,True,True,False,4,4,5,50000000,2023-09-08,,for sale,Lagos
Spacious 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,sentinel-resources-and-capital-investment, 7KCJQ,True,True,False,5,5,6,120000000,2023-09-08,,for sale,Lagos
Affordable Lands In Shimawa,LAND FOR SALE,Few Minutes Drive From The Redemption Drive Sagamu Sagamu Ogun,city-garden-real-estate-ltd, 5KCJQ,False,False,False,0,0,0,3000000,2023-09-08,2023-09-08,for sale,Ogun
Well Structured 6units Blocks Of Flat,3 BEDROOM HOUSE FOR SALE,Ifako Ogba Ogba Lagos,outstanding-real-estate-limited, 4KCJQ,False,False,False,3,3,4,75000000,2023-09-08,,for sale,Lagos
Newly Built 4bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,By Vgc Lekki Phase 2 Lekki Lagos,outstanding-real-estate-limited, 1KCJQ,True,True,False,4,4,5,85000000,2023-09-08,,for sale,Lagos
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,By Vgc Lekki Phase 2 Lekki Lagos,sanrealtor, 4KCJP,True,True,False,4,4,5,105000000,2023-09-08,,for sale,Lagos
A Good And Strategic Location,LAND FOR SALE,Doc Garden Agbowa Ikorodu Ikorodu Lagos,sanrealtor, 0KCLZ,True,True,False,5,5,6,450000000,2023-09-08,,for sale,Lagos
Contemporary Luxury 5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,sanrealtor, 8KCLY,True,True,False,5,5,6,430000000,2023-09-08,,for sale,Lagos
Contemporary Luxury 5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Royal Garden Estate Ajah Lagos,dechyke-realty, 5KCLY,True,True,False,4,4,5,350000000,2023-09-08,,for sale,Lagos
Contemporary Luxury 4 Bedroom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Oniru Victoria Island Lagos,overhplus, 0KCJP,False,False,False,0,0,0,3000000,2023-09-08,2023-09-08,for sale,Lagos
6 Bedroom Detached Duplex With Cinema And Pool,6 BEDROOM HOUSE FOR SALE,Off Admiralty Way Lekki Phase 1 Lekki Lagos,dechyke-realty, 8KCJN,True,False,False,6,6,7,730000000,2023-09-08,,for sale,Lagos
Land For Sale,LAND FOR SALE,Doc Garden Ogbeke Nike Enugu Enugu,dechyke-realty, 6KCJN,False,False,False,0,0,0,3500000,2023-09-08,2023-09-08,for sale,Enugu
Buy And Build Estate,LAND FOR SALE,Doc Garden Shimawa Sagamu Sagamu Ogun,jennifer-nwokoro, 3KCJN,False,False,False,0,0,0,6000000,2023-09-08,2023-09-08,for sale,Ogun
3 Bedroom Apartment,3 BEDROOM HOUSE FOR SALE,Olumegbo Ikoyi Via Cameron Road Old Ikoyi Ikoyi Lagos,sanrealtor, 2KCJN,True,True,False,3,3,3,280000000,2023-09-08,2023-09-08,for sale,Lagos
Spacious 4 Bedroom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,sanrealtor, 1KCJN,True,True,False,6,6,7,220000000,2023-09-08,,for sale,Lagos
Contemporary Luxury 6 Bedroom Detached Duplex With Bq,6 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,sanrealtor, 6KCLX,True,True,False,5,5,6,350000000,2023-09-08,,for sale,Lagos
Beautiful Luxury 5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,outstanding-real-estate-limited, 2KCLX,True,True,False,4,4,5,280000000,2023-09-08,,for sale,Lagos
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,dechyke-realty, 3KCLW,True,False,False,0,0,0,230000000,2023-09-08,2023-09-08,for sale,Lagos
Land For Sale In A Strategic Location,LAND FOR SALE,Doc Garden Age Mowo Badagry Lagos,taiwosalamandco, 9KCJM,False,False,False,0,0,0,2500000,2023-09-08,2023-09-08,for sale,Lagos
World Oil Filling Station At Iwo Road Ibadan,COMMERCIAL PROPERTY FOR SALE,Iwo Rd Ibadan Oyo,jennifer-nwokoro, 0KCJM,False,False,False,4,4,4,200000000,2023-09-08,,for sale,Oyo
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Off Freedom Way Lekki Phase One Lekki Phase 1 Lekki Lagos,akinpelu-hammed, 7KCJL,True,True,False,2,0,0,130000000,2023-09-08,2023-09-08,for sale,Lagos
2 Bedrom Service Apartment,2 BEDROOM FLAT / APARTMENT FOR SALE,Ikota Lekki Lagos,lambe-and-eboigbe-properties, 5KCJL,False,False,False,0,0,0,47000000,2023-09-08,,for sale,Lagos
Block Of 24flats Of 3bedroom On 5000sqm,HOUSE FOR SALE,Liverpool Apapa Lagos,poise-and-ambrosia-investments, 4KCJL,False,False,False,0,0,0,4800000000,2023-09-08,,for sale,Lagos
Greenfield Properties 464sqm Land,LAND FOR SALE,Asaba Delta,superite-africa, 3KCJL,False,False,False,4,4,5,1750000,2023-09-08,,for sale,Delta
